null,24.057,-110.302,null,null,null
null,24.057,-110.301,null,null,null
null,24.057,-110.3,null,null,null
null,24.057,-110.299,null,null,null
null,24.057,-110.298,null,null,null
null,24.057,-110.297,null,null,null
null,24.057,-110.296,null,null,null
null,24.057,-110.295,null,null,null
null,24.057,-110.294,null,null,null
null,24.057,-110.293,null,null,null
null,24.058,-110.302,null,null,null
,24.058,-110.301,,,
,24.058,-110.3,,,
,24.058,-110.299,,,
,24.058,-110.298,,,
,24.058,-110.297,,,
,24.058,-110.296,,,
,24.058,-110.295,,,
,24.058,-110.294,,,
,24.058,-110.293,,,
null,24.059,-110.302,null,null,null
,24.059,-110.301,,,
,24.059,-110.3,,,
,24.059,-110.299,,,
,24.059,-110.298,,,
,24.059,-110.297,,,
,24.059,-110.296,,,
,24.059,-110.295,,,
,24.059,-110.294,,,
,24.059,-110.293,,,
null,24.06,-110.302,null,null,null
,24.06,-110.301,,,
,24.06,-110.3,,,
,24.06,-110.299,,,
,24.06,-110.298,,,
,24.06,-110.297,,,
,24.06,-110.296,,,
,24.06,-110.295,,,
,24.06,-110.294,,,
,24.06,-110.293,,,
null,24.061,-110.302,null,null,null
,24.061,-110.301,,,
,24.061,-110.3,,,
,24.061,-110.299,,,
,24.061,-110.298,,,
,24.061,-110.297,,,
,24.061,-110.296,,,
,24.061,-110.295,,,
,24.061,-110.294,,,
,24.061,-110.293,,,
null,24.062,-110.302,null,null,null
,24.062,-110.301,,,
,24.062,-110.3,,,
,24.062,-110.299,,,
,24.062,-110.298,,,
,24.062,-110.297,,,
,24.062,-110.296,,,
,24.062,-110.295,,,
,24.062,-110.294,,,
,24.062,-110.293,,,
null,24.063,-110.302,null,null,null
,24.063,-110.301,,,
,24.063,-110.3,,,
,24.063,-110.299,,,
,24.063,-110.298,,,
,24.063,-110.297,,,
,24.063,-110.296,,,
,24.063,-110.295,,,
,24.063,-110.294,,,
,24.063,-110.293,,,
null,24.064,-110.302,null,null,null
,24.064,-110.301,,,
,24.064,-110.3,,,
,24.064,-110.299,,,
,24.064,-110.298,,,
,24.064,-110.297,,,
,24.064,-110.296,,,
,24.064,-110.295,,,
,24.064,-110.294,,,
,24.064,-110.293,,,
null,24.065,-110.302,null,null,null
,24.065,-110.301,,,
,24.065,-110.3,,,
,24.065,-110.299,,,
,24.065,-110.298,,,
,24.065,-110.297,,,
,24.065,-110.296,,,
,24.065,-110.295,,,
,24.065,-110.294,,,
,24.065,-110.293,,,
null,24.066,-110.302,null,null,null
,24.066,-110.301,,,
,24.066,-110.3,,,
,24.066,-110.299,,,
,24.066,-110.298,,,
,24.066,-110.297,,,
,24.066,-110.296,,,
,24.066,-110.295,,,
,24.066,-110.294,,,
,24.066,-110.293,,,